"","VEG_CODE","VEG_TYPE","REGIO","SOIL","TROFIE","ZUURGRAAD","GHG_MIN","GHG_MAX","GLG_MIN","GLG_MAX","MANAGEMENT","INUNDATIE","NAT_SCORE","OPM1","OPM2","OPM3","OPM4"
"37",2,"Carici elongatae-Alnetum",0,80000,2,1,18,-24,32,-15,0,1,1,"origineel","nieuwe GXG grenzen na correcties in de databank",NA,NA
"38",2,"Carici elongatae-Alnetum",0,80000,3,1,18,-24,32,-15,0,1,1,"origineel","nieuwe GXG grenzen na correcties in de databank",NA,NA
"39",2,"Carici elongatae-Alnetum",0,80000,2,2,18,-24,32,-15,0,1,1,"aanvulling zuurgraad","nieuwe GXG grenzen na correcties in de databank",NA,NA
"40",2,"Carici elongatae-Alnetum",0,80000,3,2,18,-24,32,-15,0,1,1,"aanvulling zuurgraad","nieuwe GXG grenzen na correcties in de databank",NA,NA
"41",2,"Carici elongatae-Alnetum",0,110000,2,1,46,-6,97,14,0,1,1,"origineel",NA,NA,NA
"42",2,"Carici elongatae-Alnetum",0,110000,3,1,46,-6,97,14,0,1,1,"origineel",NA,NA,NA
"43",2,"Carici elongatae-Alnetum",0,120000,2,1,46,-6,97,14,0,1,1,"interpolatie Z2",NA,NA,NA
"44",2,"Carici elongatae-Alnetum",0,120000,3,1,46,-6,97,14,0,1,1,NA,NA,NA,NA
"45",2,"Carici elongatae-Alnetum",0,130000,2,1,46,-6,97,14,0,1,1,"interpolatie bodemcode, met GXG en zuurgraad van Z1",NA,NA,NA
"46",2,"Carici elongatae-Alnetum",0,130000,3,1,46,-6,97,14,0,1,1,NA,NA,NA,NA
"47",2,"Carici elongatae-Alnetum",0,130000,2,2,46,-6,97,14,0,1,1,NA,NA,NA,NA
"48",2,"Carici elongatae-Alnetum",0,130000,3,2,46,-6,97,14,0,1,1,NA,NA,NA,NA
"49",2,"Carici elongatae-Alnetum",0,150000,2,1,46,-6,110,29,0,1,1,"interpolatie bodemcode, met GXG en zuurgraad van L1",NA,NA,NA
"50",2,"Carici elongatae-Alnetum",0,150000,3,1,46,-6,110,29,0,1,1,NA,NA,NA,NA
"51",2,"Carici elongatae-Alnetum",0,150000,2,2,46,-6,110,29,0,1,1,NA,NA,NA,NA
"52",2,"Carici elongatae-Alnetum",0,150000,3,2,46,-6,110,29,0,1,1,NA,NA,NA,NA
"53",2,"Carici elongatae-Alnetum",0,140000,2,1,46,-6,110,29,0,2,1,"origineel","GHG op basis van Z1",NA,NA
"54",2,"Carici elongatae-Alnetum",0,140000,2,2,46,-6,110,29,0,2,1,"origineel","GHG op basis van Z1",NA,NA
"55",2,"Carici elongatae-Alnetum",0,140000,3,1,46,-6,110,29,0,2,1,"origineel","GHG op basis van Z1",NA,NA
"56",2,"Carici elongatae-Alnetum",0,140000,3,2,46,-6,110,29,0,2,1,"origineel","GHG op basis van Z1",NA,NA
"57",2,"Carici elongatae-Alnetum",0,80000,2,1,18,-24,32,-15,0,2,1,"origineel","nieuwe GXG grenzen na correcties in de databank",NA,NA
"58",2,"Carici elongatae-Alnetum",0,80000,3,1,18,-24,32,-15,0,2,1,"origineel","nieuwe GXG grenzen na correcties in de databank",NA,NA
"59",2,"Carici elongatae-Alnetum",0,80000,2,2,18,-24,32,-15,0,2,1,"aanvulling zuurgraad","nieuwe GXG grenzen na correcties in de databank",NA,NA
"60",2,"Carici elongatae-Alnetum",0,80000,3,2,18,-24,32,-15,0,2,1,"aanvulling zuurgraad","nieuwe GXG grenzen na correcties in de databank",NA,NA
"61",2,"Carici elongatae-Alnetum",0,110000,2,1,46,-6,97,14,0,2,1,"origineel",NA,NA,NA
"62",2,"Carici elongatae-Alnetum",0,110000,3,1,46,-6,97,14,0,2,1,"origineel",NA,NA,NA
"63",2,"Carici elongatae-Alnetum",0,120000,2,1,46,-6,97,14,0,2,1,"interpolatie Z2",NA,NA,NA
"64",2,"Carici elongatae-Alnetum",0,120000,3,1,46,-6,97,14,0,2,1,NA,NA,NA,NA
"65",2,"Carici elongatae-Alnetum",0,130000,2,1,46,-6,97,14,0,2,1,"interpolatie bodemcode, met GXG en zuurgraad van Z1",NA,NA,NA
"66",2,"Carici elongatae-Alnetum",0,130000,3,1,46,-6,97,14,0,2,1,NA,NA,NA,NA
"67",2,"Carici elongatae-Alnetum",0,130000,2,2,46,-6,97,14,0,2,1,NA,NA,NA,NA
"68",2,"Carici elongatae-Alnetum",0,130000,3,2,46,-6,97,14,0,2,1,NA,NA,NA,NA
"69",2,"Carici elongatae-Alnetum",0,150000,2,1,46,-6,110,29,0,2,1,"interpolatie bodemcode, met GXG en zuurgraad van L1",NA,NA,NA
"70",2,"Carici elongatae-Alnetum",0,150000,3,1,46,-6,110,29,0,2,1,NA,NA,NA,NA
"71",2,"Carici elongatae-Alnetum",0,150000,2,2,46,-6,110,29,0,2,1,NA,NA,NA,NA
"72",2,"Carici elongatae-Alnetum",0,150000,3,2,46,-6,110,29,0,2,1,NA,NA,NA,NA
"73",3,"Macrophorbio-Alnetum",0,20000,4,1,30,-19,82,4,0,0,1,"origineel",NA,NA,NA
"74",3,"Macrophorbio-Alnetum",0,20000,4,2,30,-19,82,4,0,0,1,"origineel",NA,NA,NA
"75",3,"Macrophorbio-Alnetum",0,20000,2,1,30,-19,82,4,0,0,1,"origineel",NA,NA,NA
"76",3,"Macrophorbio-Alnetum",0,20000,2,2,30,-19,82,4,0,0,1,"origineel",NA,NA,NA
"77",3,"Macrophorbio-Alnetum",0,20000,3,1,30,-19,82,4,0,0,1,"origineel",NA,NA,NA
"78",3,"Macrophorbio-Alnetum",0,20000,3,2,30,-19,82,4,0,0,1,"origineel",NA,NA,NA
"79",3,"Macrophorbio-Alnetum",0,20000,4,3,30,-19,82,4,0,0,1,"aanvulling zuurgraad: Klei is basisch",NA,NA,NA
"80",3,"Macrophorbio-Alnetum",0,20000,2,3,30,-19,82,4,0,0,1,NA,NA,NA,NA
"81",3,"Macrophorbio-Alnetum",0,20000,3,3,30,-19,82,4,0,0,1,NA,NA,NA,NA
"82",3,"Macrophorbio-Alnetum",0,30000,4,1,22,-23,62,13,0,0,1,"origineel","KV en LV afgestemd",NA,NA
"83",3,"Macrophorbio-Alnetum",0,30000,4,2,22,-23,62,13,0,0,1,"origineel","KV en LV afgestemd",NA,NA
"84",3,"Macrophorbio-Alnetum",0,30000,2,1,22,-23,62,13,0,0,1,"origineel","KV en LV afgestemd",NA,NA
"85",3,"Macrophorbio-Alnetum",0,30000,2,2,22,-23,62,13,0,0,1,"origineel","KV en LV afgestemd",NA,NA
"86",3,"Macrophorbio-Alnetum",0,30000,3,1,22,-23,62,13,0,0,1,"origineel","KV en LV afgestemd",NA,NA
"87",3,"Macrophorbio-Alnetum",0,30000,3,2,22,-23,62,13,0,0,1,"origineel","KV en LV afgestemd",NA,NA
"88",3,"Macrophorbio-Alnetum",0,140000,4,2,89,-47,124,-8,0,0,1,"origineel",NA,NA,NA
"89",3,"Macrophorbio-Alnetum",0,140000,2,2,89,-47,124,-8,0,0,1,"origineel",NA,NA,NA
"90",3,"Macrophorbio-Alnetum",0,140000,3,2,89,-47,124,-8,0,0,1,"origineel",NA,NA,NA
"91",3,"Macrophorbio-Alnetum",0,140000,4,1,89,-47,124,-8,0,0,1,"uitbreiding zuurgraad",NA,NA,NA
"92",3,"Macrophorbio-Alnetum",0,140000,2,1,89,-47,124,-8,0,0,1,"uitbreiding zuurgraad",NA,NA,NA
"93",3,"Macrophorbio-Alnetum",0,140000,3,1,89,-47,124,-8,0,0,1,"uitbreiding zuurgraad",NA,NA,NA
"94",3,"Macrophorbio-Alnetum",0,150000,4,2,22,-23,62,13,0,0,1,"origineel","KV en LV afgestemd",NA,NA
"95",3,"Macrophorbio-Alnetum",0,150000,2,2,22,-23,62,13,0,0,1,"origineel","KV en LV afgestemd",NA,NA
"96",3,"Macrophorbio-Alnetum",0,150000,3,2,22,-23,62,13,0,0,1,"origineel","KV en LV afgestemd",NA,NA
"97",3,"Macrophorbio-Alnetum",0,150000,4,1,22,-23,62,13,0,0,1,"uitbreiding zuurgraad",NA,NA,NA
"98",3,"Macrophorbio-Alnetum",0,150000,2,1,22,-23,62,13,0,0,1,"uitbreiding zuurgraad",NA,NA,NA
"99",3,"Macrophorbio-Alnetum",0,150000,3,1,22,-23,62,13,0,0,1,"uitbreiding zuurgraad",NA,NA,NA
"100",3,"Macrophorbio-Alnetum",0,80000,4,1,36,-22,70,-4,0,0,1,"origineel",NA,NA,NA
"101",3,"Macrophorbio-Alnetum",0,80000,4,2,36,-22,70,-4,0,0,1,"origineel",NA,NA,NA
"102",3,"Macrophorbio-Alnetum",0,80000,2,1,36,-22,70,-4,0,0,1,"origineel",NA,NA,NA
"103",3,"Macrophorbio-Alnetum",0,80000,2,2,36,-22,70,-4,0,0,1,"origineel",NA,NA,NA
"104",3,"Macrophorbio-Alnetum",0,80000,3,1,36,-22,70,-4,0,0,1,"origineel",NA,NA,NA
"105",3,"Macrophorbio-Alnetum",0,80000,3,2,36,-22,70,-4,0,0,1,"origineel",NA,NA,NA
"106",3,"Macrophorbio-Alnetum",0,130000,4,2,22,-23,62,13,0,0,1,"uitbreiding ZV op basis van LV en KV",NA,NA,NA
"107",3,"Macrophorbio-Alnetum",0,130000,2,2,22,-23,62,13,0,0,1,NA,NA,NA,NA
"108",3,"Macrophorbio-Alnetum",0,130000,3,2,22,-23,62,13,0,0,1,NA,NA,NA,NA
"109",3,"Macrophorbio-Alnetum",0,130000,4,1,22,-23,62,13,0,0,1,NA,NA,NA,NA
"110",3,"Macrophorbio-Alnetum",0,130000,2,1,22,-23,62,13,0,0,1,NA,NA,NA,NA
"111",3,"Macrophorbio-Alnetum",0,130000,3,1,22,-23,62,13,0,0,1,NA,NA,NA,NA
"112",3,"Macrophorbio-Alnetum",0,20000,4,1,30,-19,82,4,0,1,1,"origineel",NA,NA,NA
"113",3,"Macrophorbio-Alnetum",0,20000,4,2,30,-19,82,4,0,1,1,"origineel",NA,NA,NA
"114",3,"Macrophorbio-Alnetum",0,20000,2,1,30,-19,82,4,0,1,1,"origineel",NA,NA,NA
"115",3,"Macrophorbio-Alnetum",0,20000,2,2,30,-19,82,4,0,1,1,"origineel",NA,NA,NA
"116",3,"Macrophorbio-Alnetum",0,20000,3,1,30,-19,82,4,0,1,1,"origineel",NA,NA,NA
"117",3,"Macrophorbio-Alnetum",0,20000,3,2,30,-19,82,4,0,1,1,"origineel",NA,NA,NA
"118",3,"Macrophorbio-Alnetum",0,20000,4,3,30,-19,82,4,0,1,1,"aanvulling zuurgraad: Klei is basisch",NA,NA,NA
"119",3,"Macrophorbio-Alnetum",0,20000,2,3,30,-19,82,4,0,1,1,NA,NA,NA,NA
"120",3,"Macrophorbio-Alnetum",0,20000,3,3,30,-19,82,4,0,1,1,NA,NA,NA,NA
"121",3,"Macrophorbio-Alnetum",0,30000,4,1,22,-23,62,13,0,1,1,"origineel","KV en LV afgestemd",NA,NA
"122",3,"Macrophorbio-Alnetum",0,30000,4,2,22,-23,62,13,0,1,1,"origineel","KV en LV afgestemd",NA,NA
"123",3,"Macrophorbio-Alnetum",0,30000,2,1,22,-23,62,13,0,1,1,"origineel","KV en LV afgestemd",NA,NA
"124",3,"Macrophorbio-Alnetum",0,30000,2,2,22,-23,62,13,0,1,1,"origineel","KV en LV afgestemd",NA,NA
"125",3,"Macrophorbio-Alnetum",0,30000,3,1,22,-23,62,13,0,1,1,"origineel","KV en LV afgestemd",NA,NA
"126",3,"Macrophorbio-Alnetum",0,30000,3,2,22,-23,62,13,0,1,1,"origineel","KV en LV afgestemd",NA,NA
"127",3,"Macrophorbio-Alnetum",0,140000,4,2,89,-47,124,-8,0,1,1,"origineel",NA,NA,NA
"128",3,"Macrophorbio-Alnetum",0,140000,2,2,89,-47,124,-8,0,1,1,"origineel",NA,NA,NA
"129",3,"Macrophorbio-Alnetum",0,140000,3,2,89,-47,124,-8,0,1,1,"origineel",NA,NA,NA
"130",3,"Macrophorbio-Alnetum",0,140000,4,1,89,-47,124,-8,0,1,1,"uitbreiding zuurgraad",NA,NA,NA
"131",3,"Macrophorbio-Alnetum",0,140000,2,1,89,-47,124,-8,0,1,1,"uitbreiding zuurgraad",NA,NA,NA
"132",3,"Macrophorbio-Alnetum",0,140000,3,1,89,-47,124,-8,0,1,1,"uitbreiding zuurgraad",NA,NA,NA
"133",3,"Macrophorbio-Alnetum",0,150000,4,2,22,-23,62,13,0,1,1,"origineel","KV en LV afgestemd",NA,NA
"134",3,"Macrophorbio-Alnetum",0,150000,2,2,22,-23,62,13,0,1,1,"origineel","KV en LV afgestemd",NA,NA
"135",3,"Macrophorbio-Alnetum",0,150000,3,2,22,-23,62,13,0,1,1,"origineel","KV en LV afgestemd",NA,NA
"136",3,"Macrophorbio-Alnetum",0,150000,4,1,22,-23,62,13,0,1,1,"uitbreiding zuurgraad",NA,NA,NA
"137",3,"Macrophorbio-Alnetum",0,150000,2,1,22,-23,62,13,0,1,1,"uitbreiding zuurgraad",NA,NA,NA
"138",3,"Macrophorbio-Alnetum",0,150000,3,1,22,-23,62,13,0,1,1,"uitbreiding zuurgraad",NA,NA,NA
"139",3,"Macrophorbio-Alnetum",0,80000,4,1,36,-22,70,-4,0,1,1,"origineel",NA,NA,NA
"140",3,"Macrophorbio-Alnetum",0,80000,4,2,36,-22,70,-4,0,1,1,"origineel",NA,NA,NA
"141",3,"Macrophorbio-Alnetum",0,80000,2,1,36,-22,70,-4,0,1,1,"origineel",NA,NA,NA
"142",3,"Macrophorbio-Alnetum",0,80000,2,2,36,-22,70,-4,0,1,1,"origineel",NA,NA,NA
"143",3,"Macrophorbio-Alnetum",0,80000,3,1,36,-22,70,-4,0,1,1,"origineel",NA,NA,NA
"144",3,"Macrophorbio-Alnetum",0,80000,3,2,36,-22,70,-4,0,1,1,"origineel",NA,NA,NA
"145",3,"Macrophorbio-Alnetum",0,130000,4,2,22,-23,62,13,0,1,1,"uitbreiding ZV op basis van LV en KV",NA,NA,NA
"146",3,"Macrophorbio-Alnetum",0,130000,2,2,22,-23,62,13,0,1,1,NA,NA,NA,NA
"147",3,"Macrophorbio-Alnetum",0,130000,3,2,22,-23,62,13,0,1,1,NA,NA,NA,NA
"148",3,"Macrophorbio-Alnetum",0,130000,4,1,22,-23,62,13,0,1,1,NA,NA,NA,NA
"149",3,"Macrophorbio-Alnetum",0,130000,2,1,22,-23,62,13,0,1,1,NA,NA,NA,NA
"150",3,"Macrophorbio-Alnetum",0,130000,3,1,22,-23,62,13,0,1,1,NA,NA,NA,NA
"151",3,"Macrophorbio-Alnetum",0,20000,4,1,30,-19,82,4,0,2,1,"origineel",NA,NA,NA
"152",3,"Macrophorbio-Alnetum",0,20000,4,2,30,-19,82,4,0,2,1,"origineel",NA,NA,NA
"153",3,"Macrophorbio-Alnetum",0,20000,2,1,30,-19,82,4,0,2,1,"origineel",NA,NA,NA
"154",3,"Macrophorbio-Alnetum",0,20000,2,2,30,-19,82,4,0,2,1,"origineel",NA,NA,NA
"155",3,"Macrophorbio-Alnetum",0,20000,3,1,30,-19,82,4,0,2,1,"origineel",NA,NA,NA
"156",3,"Macrophorbio-Alnetum",0,20000,3,2,30,-19,82,4,0,2,1,"origineel",NA,NA,NA
"157",3,"Macrophorbio-Alnetum",0,20000,4,3,30,-19,82,4,0,2,1,"aanvulling zuurgraad: Klei is basisch",NA,NA,NA
"158",3,"Macrophorbio-Alnetum",0,20000,2,3,30,-19,82,4,0,2,1,NA,NA,NA,NA
"159",3,"Macrophorbio-Alnetum",0,20000,3,3,30,-19,82,4,0,2,1,NA,NA,NA,NA
"160",3,"Macrophorbio-Alnetum",0,30000,4,1,22,-23,62,13,0,2,1,"origineel","KV en LV afgestemd",NA,NA
"161",3,"Macrophorbio-Alnetum",0,30000,4,2,22,-23,62,13,0,2,1,"origineel","KV en LV afgestemd",NA,NA
"162",3,"Macrophorbio-Alnetum",0,30000,2,1,22,-23,62,13,0,2,1,"origineel","KV en LV afgestemd",NA,NA
"163",3,"Macrophorbio-Alnetum",0,30000,2,2,22,-23,62,13,0,2,1,"origineel","KV en LV afgestemd",NA,NA
"164",3,"Macrophorbio-Alnetum",0,30000,3,1,22,-23,62,13,0,2,1,"origineel","KV en LV afgestemd",NA,NA
"165",3,"Macrophorbio-Alnetum",0,30000,3,2,22,-23,62,13,0,2,1,"origineel","KV en LV afgestemd",NA,NA
"166",3,"Macrophorbio-Alnetum",0,140000,4,2,89,-47,124,-8,0,2,1,"origineel",NA,NA,NA
"167",3,"Macrophorbio-Alnetum",0,140000,2,2,89,-47,124,-8,0,2,1,"origineel",NA,NA,NA
"168",3,"Macrophorbio-Alnetum",0,140000,3,2,89,-47,124,-8,0,2,1,"origineel",NA,NA,NA
"169",3,"Macrophorbio-Alnetum",0,140000,4,1,89,-47,124,-8,0,2,1,"uitbreiding zuurgraad",NA,NA,NA
"170",3,"Macrophorbio-Alnetum",0,140000,2,1,89,-47,124,-8,0,2,1,"uitbreiding zuurgraad",NA,NA,NA
"171",3,"Macrophorbio-Alnetum",0,140000,3,1,89,-47,124,-8,0,2,1,"uitbreiding zuurgraad",NA,NA,NA
"172",3,"Macrophorbio-Alnetum",0,150000,4,2,22,-23,62,13,0,2,1,"origineel","KV en LV afgestemd",NA,NA
"173",3,"Macrophorbio-Alnetum",0,150000,2,2,22,-23,62,13,0,2,1,"origineel","KV en LV afgestemd",NA,NA
"174",3,"Macrophorbio-Alnetum",0,150000,3,2,22,-23,62,13,0,2,1,"origineel","KV en LV afgestemd",NA,NA
"175",3,"Macrophorbio-Alnetum",0,150000,4,1,22,-23,62,13,0,2,1,"uitbreiding zuurgraad",NA,NA,NA
"176",3,"Macrophorbio-Alnetum",0,150000,2,1,22,-23,62,13,0,2,1,"uitbreiding zuurgraad",NA,NA,NA
"177",3,"Macrophorbio-Alnetum",0,150000,3,1,22,-23,62,13,0,2,1,"uitbreiding zuurgraad",NA,NA,NA
"178",3,"Macrophorbio-Alnetum",0,80000,4,1,36,-22,70,-4,0,2,1,"origineel",NA,NA,NA
"179",3,"Macrophorbio-Alnetum",0,80000,4,2,36,-22,70,-4,0,2,1,"origineel",NA,NA,NA
"180",3,"Macrophorbio-Alnetum",0,80000,2,1,36,-22,70,-4,0,2,1,"origineel",NA,NA,NA
"181",3,"Macrophorbio-Alnetum",0,80000,2,2,36,-22,70,-4,0,2,1,"origineel",NA,NA,NA
"182",3,"Macrophorbio-Alnetum",0,80000,3,1,36,-22,70,-4,0,2,1,"origineel",NA,NA,NA
"183",3,"Macrophorbio-Alnetum",0,80000,3,2,36,-22,70,-4,0,2,1,"origineel",NA,NA,NA
"184",3,"Macrophorbio-Alnetum",0,130000,4,2,22,-23,62,13,0,2,1,"uitbreiding ZV op basis van LV en KV",NA,NA,NA
"185",3,"Macrophorbio-Alnetum",0,130000,2,2,22,-23,62,13,0,2,1,NA,NA,NA,NA
"186",3,"Macrophorbio-Alnetum",0,130000,3,2,22,-23,62,13,0,2,1,NA,NA,NA,NA
"187",3,"Macrophorbio-Alnetum",0,130000,4,1,22,-23,62,13,0,2,1,NA,NA,NA,NA
"188",3,"Macrophorbio-Alnetum",0,130000,2,1,22,-23,62,13,0,2,1,NA,NA,NA,NA
"189",3,"Macrophorbio-Alnetum",0,130000,3,1,22,-23,62,13,0,2,1,NA,NA,NA,NA
"190",4,"Pruno-Fraxinetum",0,140000,4,1,42,1,89,14,0,0,1,"origineel",NA,NA,NA
"191",4,"Pruno-Fraxinetum",0,140000,4,2,42,1,89,14,0,0,1,"origineel",NA,NA,NA
"192",4,"Pruno-Fraxinetum",0,140000,2,1,42,1,89,14,0,0,1,"origineel",NA,NA,NA
"193",4,"Pruno-Fraxinetum",0,140000,2,2,42,1,89,14,0,0,1,"origineel",NA,NA,NA
"194",4,"Pruno-Fraxinetum",0,140000,3,1,42,1,89,14,0,0,1,"origineel",NA,NA,NA
"195",4,"Pruno-Fraxinetum",0,140000,3,2,42,1,89,14,0,0,1,"origineel",NA,NA,NA
"196",4,"Pruno-Fraxinetum",0,150000,4,1,43,-13,79,6,0,0,1,"origineel",NA,NA,NA
"197",4,"Pruno-Fraxinetum",0,150000,4,2,43,-13,79,6,0,0,1,"origineel",NA,NA,NA
"198",4,"Pruno-Fraxinetum",0,150000,2,1,43,-13,79,6,0,0,1,"origineel",NA,NA,NA
"199",4,"Pruno-Fraxinetum",0,150000,2,2,43,-13,79,6,0,0,1,"origineel",NA,NA,NA
"200",4,"Pruno-Fraxinetum",0,150000,3,1,43,-13,79,6,0,0,1,"origineel",NA,NA,NA
"201",4,"Pruno-Fraxinetum",0,150000,3,2,43,-13,79,6,0,0,1,"origineel",NA,NA,NA
"202",4,"Pruno-Fraxinetum",0,20000,4,1,42,1,89,14,0,0,1,"uitbreiding op basis van literatuur (project Hans J.)",NA,NA,NA
"203",4,"Pruno-Fraxinetum",0,20000,4,2,42,1,89,14,0,0,1,NA,NA,NA,NA
"204",4,"Pruno-Fraxinetum",0,20000,2,1,42,1,89,14,0,0,1,NA,NA,NA,NA
"205",4,"Pruno-Fraxinetum",0,20000,2,2,42,1,89,14,0,0,1,NA,NA,NA,NA
"206",4,"Pruno-Fraxinetum",0,20000,3,1,42,1,89,14,0,0,1,NA,NA,NA,NA
"207",4,"Pruno-Fraxinetum",0,20000,3,2,42,1,89,14,0,0,1,NA,NA,NA,NA
"208",4,"Pruno-Fraxinetum",0,20000,4,3,42,1,89,14,0,0,1,"uitbreiding zuurgraad: cf. SynBioSys",NA,NA,NA
"209",4,"Pruno-Fraxinetum",0,20000,2,3,42,1,89,14,0,0,1,"klei is basisch",NA,NA,NA
"210",4,"Pruno-Fraxinetum",0,20000,3,3,42,1,89,14,0,0,1,NA,NA,NA,NA
"211",4,"Pruno-Fraxinetum",0,30000,4,1,43,-13,79,6,0,0,1,NA,NA,NA,NA
"212",4,"Pruno-Fraxinetum",0,30000,4,2,43,-13,79,6,0,0,1,NA,NA,NA,NA
"213",4,"Pruno-Fraxinetum",0,30000,2,1,43,-13,79,6,0,0,1,NA,NA,NA,NA
"214",4,"Pruno-Fraxinetum",0,30000,2,2,43,-13,79,6,0,0,1,NA,NA,NA,NA
"215",4,"Pruno-Fraxinetum",0,30000,3,1,43,-13,79,6,0,0,1,NA,NA,NA,NA
"216",4,"Pruno-Fraxinetum",0,30000,3,2,43,-13,79,6,0,0,1,NA,NA,NA,NA
"217",4,"Pruno-Fraxinetum",0,130000,4,1,43,-13,79,6,0,0,1,"ZV, cf. Synbiosys lemig zand",NA,NA,NA
"218",4,"Pruno-Fraxinetum",0,130000,2,1,43,-13,79,6,0,0,1,NA,NA,NA,NA
"219",4,"Pruno-Fraxinetum",0,130000,3,1,43,-13,79,6,0,0,1,NA,NA,NA,NA
"220",4,"Pruno-Fraxinetum",0,130000,4,2,43,-13,79,6,0,0,1,NA,NA,NA,NA
